qrCode,location,irrigationProvided,nitrogenTreatment,poundsOfNitrogenPerAcre,experiment,plotLength,block,row,range,plotNumber,genotype,plantingDate,totalStandCount,daysToAnthesis,GDDToAnthesis,yieldPerAcre
MOValley$HYBRID HIPS$150N$DRYLAND$REP$1$PLOT143ROW4$RANGE13$@CROSS TYPE: 52,MOValley,0,Medium,160,2125,17.5,1,4,13,143,PHP02 X PHJ89,5/2/23,,,,141.37
MOValley$HYBRID HIPS$150N$DRYLAND$REP$1$PLOT144ROW5$RANGE13$@CROSS TYPE: 6,MOValley,0,Medium,160,2125,17.5,1,5,13,144,LH82 X PHJ89,5/2/23,,,,123.41
MOValley$HYBRID HIPS$150N$DRYLAND$REP$1$PLOT145ROW6$RANGE13$@CROSS TYPE: 5,MOValley,0,Medium,160,2125,17.5,1,6,13,145,LH82 X PHB47,5/2/23,,,,110.63
MOValley$HYBRID HIPS$150N$DRYLAND$REP$1$PLOT146ROW7$RANGE13$@CROSS TYPE: 42,MOValley,0,Medium,160,2125,17.5,1,7,13,146,PHK56 X LH198,5/2/23,,,,211.07
MOValley$HYBRID HIPS$150N$DRYLAND$REP$1$PLOT147ROW8$RANGE13$@CROSS TYPE: 57,MOValley,0,Medium,160,2125,17.5,1,8,13,147,PHP02 X W606S,5/2/23,,,,183.02
MOValley$HYBRID HIPS$150N$DRYLAND$REP$1$PLOT148ROW9$RANGE13$@CROSS TYPE: 31,MOValley,0,Medium,160,2125,17.5,1,9,13,148,B84 X 3IIH6,5/2/23,,,,186.77
MOValley$HYBRID HIPS$150N$DRYLAND$REP$1$PLOT149ROW10$RANGE13$@CROSS TYPE: 61,MOValley,0,Medium,160,2125,17.5,1,10,13,149,LH74 X PHN82,5/2/23,,,,197.27
MOValley$HYBRID HIPS$150N$DRYLAND$REP$1$PLOT150ROW11$RANGE13$@CROSS TYPE: 87,MOValley,0,Medium,160,2125,17.5,1,11,13,150,LH198 X PHZ51,5/2/23,,,,211.81
MOValley$HYBRID HIPS$150N$DRYLAND$REP$1$PLOT151ROW11$RANGE14$@CROSS TYPE: 4,MOValley,0,Medium,160,2125,17.5,1,11,14,151,LH198 X PHB47,5/2/23,,,,182.09
MOValley$HYBRID HIPS$150N$DRYLAND$REP$1$PLOT152ROW10$RANGE14$@CROSS TYPE: 27,MOValley,0,Medium,160,2125,17.5,1,10,14,152,2369 X 3IIH6,5/2/23,,,,179.54
MOValley$HYBRID HIPS$150N$DRYLAND$REP$1$PLOT153ROW9$RANGE14$@CROSS TYPE: 45,MOValley,0,Medium,160,2125,17.5,1,9,14,153,PHK56 X LH145,5/2/23,,,,192.92
MOValley$HYBRID HIPS$150N$DRYLAND$REP$1$PLOT154ROW8$RANGE14$@CROSS TYPE: 37,MOValley,0,Medium,160,2125,17.5,1,8,14,154,PHP02 X PHG47,5/2/23,,,,216.11
MOValley$HYBRID HIPS$150N$DRYLAND$REP$1$PLOT155ROW7$RANGE14$@CROSS TYPE: 8,MOValley,0,Medium,160,2125,17.5,1,7,14,155,PHB47 X LH185,5/2/23,,,,181.77
MOValley$HYBRID HIPS$150N$DRYLAND$REP$1$PLOT157ROW5$RANGE14$@CROSS TYPE: 9,MOValley,0,Medium,160,2125,17.5,1,5,14,157,PHB47 X PHJ89,5/2/23,,,,131.97
MOValley$HYBRID HIPS$150N$DRYLAND$REP$1$PLOT158ROW4$RANGE14$@CROSS TYPE: 20,MOValley,0,Medium,160,2125,17.5,1,4,14,158,PHJ40 X LH82,5/2/23,,,,144.95
MOValley$HYBRID HIPS$150N$DRYLAND$REP$1$PLOT159ROW3$RANGE14$@CROSS TYPE: 21,MOValley,0,Medium,160,2125,17.5,1,3,14,159,PHW52 X LH185,5/2/23,,,,231.5
MOValley$HYBRID HIPS$150N$DRYLAND$REP$1$PLOT160ROW2$RANGE14$@CROSS TYPE: 11,MOValley,0,Medium,160,2125,17.5,1,2,14,160,PHN46 X W606S,5/2/23,,,,278.46
MOValley$HYBRID HIPS$150N$DRYLAND$REP$1$PLOT161ROW2$RANGE15$@CROSS TYPE: 66,MOValley,0,Medium,160,2125,17.5,1,2,15,161,B37 X MO17,5/2/23,,,,159.77
MOValley$HYBRID HIPS$150N$DRYLAND$REP$1$PLOT163ROW4$RANGE15$@CROSS TYPE: 23,MOValley,0,Medium,160,2125,17.5,1,4,15,163,PHW52 X PHM49,5/2/23,,,,127.81
MOValley$HYBRID HIPS$150N$DRYLAND$REP$1$PLOT164ROW5$RANGE15$@CROSS TYPE: 60,MOValley,0,Medium,160,2125,17.5,1,5,15,164,PHP02 X LH198,5/2/23,,,,100.3
MOValley$HYBRID HIPS$150N$DRYLAND$REP$1$PLOT165ROW6$RANGE15$@CROSS TYPE: 92,MOValley,0,Medium,160,2125,17.5,1,6,15,165,B37 X H95,5/2/23,,,,91.68
MOValley$HYBRID HIPS$150N$DRYLAND$REP$1$PLOT166ROW7$RANGE15$@CROSS TYPE: 24,MOValley,0,Medium,160,2125,17.5,1,7,15,166,PHZ51 X LH145,5/2/23,,,,170.94
MOValley$HYBRID HIPS$150N$DRYLAND$REP$1$PLOT167ROW8$RANGE15$@CROSS TYPE: 41,MOValley,0,Medium,160,2125,17.5,1,8,15,167,PHK56 X 3IIH6,5/2/23,,,,216.71
MOValley$HYBRID HIPS$150N$DRYLAND$REP$1$PLOT168ROW9$RANGE15$@CROSS TYPE: 43,MOValley,0,Medium,160,2125,17.5,1,9,15,168,PHK56 X PHJ89,5/2/23,,,,179.13
MOValley$HYBRID HIPS$150N$DRYLAND$REP$1$PLOT169ROW10$RANGE15$@CROSS TYPE: 39,MOValley,0,Medium,160,2125,17.5,1,10,15,169,PHK56 X LH82,5/2/23,,,,217.38
MOValley$HYBRID HIPS$150N$DRYLAND$REP$1$PLOT170ROW11$RANGE15$@CROSS TYPE: 47,MOValley,0,Medium,160,2125,17.5,1,11,15,170,PHK76 X LH198,5/2/23,,,,212.5
MOValley$HYBRID HIPS$150N$DRYLAND$REP$1$PLOT171ROW11$RANGE16$@CROSS TYPE: 13,MOValley,0,Medium,160,2125,17.5,1,11,16,171,B73 X MO17,5/2/23,,,,220.72
MOValley$HYBRID HIPS$150N$DRYLAND$REP$1$PLOT172ROW10$RANGE16$@CROSS TYPE: 55,MOValley,0,Medium,160,2125,17.5,1,10,16,172,PHP02 X LH145,5/2/23,,,,169.11
MOValley$HYBRID HIPS$150N$DRYLAND$REP$1$PLOT173ROW9$RANGE16$@CROSS TYPE: 36,MOValley,0,Medium,160,2125,17.5,1,9,16,173,PHG39 X PHM49,5/2/23,,,,165.62
MOValley$HYBRID HIPS$150N$DRYLAND$REP$1$PLOT174ROW8$RANGE16$@COMMERCIAL HYBRID 4,MOValley,0,Medium,160,2125,17.5,1,8,16,174,HOEGEMEYER 7089 AMXT,5/2/23,,,,208.47
MOValley$HYBRID HIPS$150N$DRYLAND$REP$1$PLOT175ROW7$RANGE16$@CROSS TYPE: 94,MOValley,0,Medium,160,2125,17.5,1,7,16,175,B37 X OH43,5/2/23,,,,146.95
MOValley$HYBRID HIPS$150N$DRYLAND$REP$1$PLOT176ROW6$RANGE16$@CROSS TYPE: 93,MOValley,0,Medium,160,2125,17.5,1,6,16,176,WF9 X H95,5/2/23,,,,80.35
MOValley$HYBRID HIPS$150N$DRYLAND$REP$1$PLOT177ROW5$RANGE16$@CROSS TYPE: 28,MOValley,0,Medium,160,2125,17.5,1,5,16,177,2FACC X 3IIH6,5/2/23,,,,119.84
MOValley$HYBRID HIPS$150N$DRYLAND$REP$1$PLOT178ROW4$RANGE16$@CROSS TYPE: 7,MOValley,0,Medium,160,2125,17.5,1,4,16,178,LH82 X W606S,5/2/23,,,,131.49
MOValley$HYBRID HIPS$150N$DRYLAND$REP$1$PLOT179ROW3$RANGE16$@CROSS TYPE: 51,MOValley,0,Medium,160,2125,17.5,1,3,16,179,PHP02 X PHB47,5/2/23,,,,181.31
MOValley$HYBRID HIPS$150N$DRYLAND$REP$1$PLOT180ROW2$RANGE16$@CROSS TYPE: 58,MOValley,0,Medium,160,2125,17.5,1,2,16,180,PHP02 X LH82,5/2/23,,,,169.46
MOValley$HYBRID HIPS$150N$DRYLAND$REP$1$PLOT181ROW2$RANGE17$@CROSS TYPE: 30,MOValley,0,Medium,160,2125,17.5,1,2,17,181,B105 X 3IIH6,5/2/23,,,,181.82
MOValley$HYBRID HIPS$150N$DRYLAND$REP$1$PLOT182ROW3$RANGE17$@CROSS TYPE: 64,MOValley,0,Medium,160,2125,17.5,1,3,17,182,2369 X LH123HT,5/2/23,,,,158.06
MOValley$HYBRID HIPS$150N$DRYLAND$REP$1$PLOT183ROW4$RANGE17$@CROSS TYPE: 10,MOValley,0,Medium,160,2125,17.5,1,4,17,183,PHN46 X PHK56,5/2/23,,,,138.27
MOValley$HYBRID HIPS$150N$DRYLAND$REP$1$PLOT184ROW5$RANGE17$@CROSS TYPE: 12,MOValley,0,Medium,160,2125,17.5,1,5,17,184,PHN46 X PHB47,5/2/23,,,,242.45
MOValley$HYBRID HIPS$150N$DRYLAND$REP$1$PLOT185ROW6$RANGE17$@CROSS TYPE: 17,MOValley,0,Medium,160,2125,17.5,1,6,17,185,LH195 X LH185,5/2/23,,,,124.93
MOValley$HYBRID HIPS$150N$DRYLAND$REP$1$PLOT186ROW7$RANGE17$@COMMERCIAL HYBRID 2,MOValley,0,Medium,160,2125,17.5,1,7,17,186,PIONEER P0589 AMXT,5/2/23,,,,219.73
MOValley$HYBRID HIPS$150N$DRYLAND$REP$1$PLOT187ROW8$RANGE17$@CROSS TYPE: 69,MOValley,0,Medium,160,2125,17.5,1,8,17,187,LH195 X LH123HT,5/2/23,,,,189.79
MOValley$HYBRID HIPS$150N$DRYLAND$REP$1$PLOT101ROW20$RANGE18$@ER-PAIR 21,MOValley,0,Medium,160,2125,17.5,1,20,18,301,B7 X OS426,5/2/23,,,,87.97
MOValley$HYBRID HIPS$150N$DRYLAND$REP$1$PLOT102ROW21$RANGE18$@ER-PAIR 37,MOValley,0,Medium,160,2125,17.5,1,21,18,302,K64 X B7,5/2/23,,,,152.87
MOValley$HYBRID HIPS$150N$DRYLAND$REP$1$PLOT103ROW21$RANGE19$@ER-PAIR 32,MOValley,0,Medium,160,2125,17.5,1,21,19,303,B7 X A344,5/2/23,,,,120.41
MOValley$HYBRID HIPS$150N$DRYLAND$REP$1$PLOT104ROW20$RANGE19$@ER-PAIR 39,MOValley,0,Medium,160,2125,17.5,1,20,19,304,66 X K201,5/2/23,,,,72.9
MOValley$HYBRID HIPS$150N$DRYLAND$REP$1$PLOT105ROW20$RANGE20$@ER-PAIR 29,MOValley,0,Medium,160,2125,17.5,1,20,20,305,K64 X 66,5/2/23,,,,136.65
MOValley$HYBRID HIPS$150N$DRYLAND$REP$1$PLOT106ROW21$RANGE20$@ER-PAIR 25,MOValley,0,Medium,160,2125,17.5,1,21,20,306,K64 X A344,5/2/23,,,,137.56
MOValley$HYBRID HIPS$150N$DRYLAND$REP$1$PLOT107ROW21$RANGE21$@ER-PAIR 5,MOValley,0,Medium,160,2125,17.5,1,21,21,307,L 289 X OS426,5/2/23,,,,70.05
MOValley$HYBRID HIPS$150N$DRYLAND$REP$1$PLOT108ROW20$RANGE21$@ER-PAIR 11,MOValley,0,Medium,160,2125,17.5,1,20,21,308,66 X OS426,5/2/23,,,,131.82
MOValley$HYBRID HIPS$150N$DRYLAND$REP$1$PLOT109ROW20$RANGE22$@ER-PAIR 24,MOValley,0,Medium,160,2125,17.5,1,20,22,309,'IOWA I 205' X I159,5/2/23,,,,144.95
MOValley$HYBRID HIPS$150N$DRYLAND$REP$1$PLOT110ROW21$RANGE22$@ER-PAIR 7,MOValley,0,Medium,160,2125,17.5,1,21,22,310,C.I. 540 X I159,5/2/23,,,,122.52
MOValley$HYBRID HIPS$150N$DRYLAND$REP$1$PLOT111ROW21$RANGE23$@ER-PAIR 12,MOValley,0,Medium,160,2125,17.5,1,21,23,311,K201 X I159,5/2/23,,,,112.48
MOValley$HYBRID HIPS$150N$DRYLAND$REP$1$PLOT112ROW20$RANGE23$@ER-PAIR 30,MOValley,0,Medium,160,2125,17.5,1,20,23,312,66 X A344,5/2/23,,,,115.98
MOValley$HYBRID HIPS$150N$DRYLAND$REP$1$PLOT113ROW20$RANGE24$@ER-PAIR 27,MOValley,0,Medium,160,2125,17.5,1,20,24,313,K64 X K201,5/2/23,,,,35.8
MOValley$HYBRID HIPS$150N$DRYLAND$REP$1$PLOT114ROW21$RANGE24$@ER-PAIR 28,MOValley,0,Medium,160,2125,17.5,1,21,24,314,K64 X KYS,5/2/23,,,,74.4
MOValley$HYBRID HIPS$150N$DRYLAND$REP$1$PLOT115ROW21$RANGE25$@ER-PAIR 1,MOValley,0,Medium,160,2125,17.5,1,21,25,315,C.I. 540 X OS426,5/2/23,,,,98.3
MOValley$HYBRID HIPS$150N$DRYLAND$REP$1$PLOT116ROW20$RANGE25$@ER-PAIR 3,MOValley,0,Medium,160,2125,17.5,1,20,25,316,K64 X I159,5/2/23,,,,175.62
MOValley$HYBRID HIPS$150N$DRYLAND$REP$1$PLOT117ROW20$RANGE26$@ER-PAIR 31,MOValley,0,Medium,160,2125,17.5,1,20,26,317,66 X CI 3A,5/2/23,,,,60.06
MOValley$HYBRID HIPS$150N$DRYLAND$REP$1$PLOT118ROW21$RANGE26$@ER-PAIR 34,MOValley,0,Medium,160,2125,17.5,1,21,26,318,K201 X A344,5/2/23,,,,171.56
MOValley$HYBRID HIPS$150N$DRYLAND$REP$1$PLOT119ROW21$RANGE27$@ER-PAIR 17,MOValley,0,Medium,160,2125,17.5,1,21,27,319,OS426 X CI 3A,5/2/23,,,,73.38
MOValley$HYBRID HIPS$150N$DRYLAND$REP$1$PLOT120ROW20$RANGE27$@ER-PAIR 16,MOValley,0,Medium,160,2125,17.5,1,20,27,320,KYS X I159,5/2/23,,,,96.94
MOValley$HYBRID HIPS$150N$DRYLAND$REP$1$PLOT121ROW20$RANGE28$@ER-PAIR 19,MOValley,0,Medium,160,2125,17.5,1,20,28,321,CI 3A X I159,5/2/23,,,,67.4
MOValley$HYBRID HIPS$150N$DRYLAND$REP$1$PLOT122ROW21$RANGE28$@ER-PAIR 14,MOValley,0,Medium,160,2125,17.5,1,21,28,322,L 289 X I159,5/2/23,,,,92.4
MOValley$HYBRID HIPS$150N$DRYLAND$REP$1$PLOT123ROW21$RANGE29$@ER-PAIR 6,MOValley,0,Medium,160,2125,17.5,1,21,29,323,A344 X OS426,5/2/23,,,,55.94
MOValley$HYBRID HIPS$150N$DRYLAND$REP$1$PLOT124ROW20$RANGE29$@ER-PAIR 9,MOValley,0,Medium,160,2125,17.5,1,20,29,324,KYS X OS426,5/2/23,,,,66.49
MOValley$HYBRID HIPS$150N$DRYLAND$REP$1$PLOT125ROW20$RANGE30$@ER-PAIR 40,MOValley,0,Medium,160,2125,17.5,1,20,30,325,OS426 X I159,5/2/23,,,,83.02
MOValley$HYBRID HIPS$150N$DRYLAND$REP$1$PLOT126ROW21$RANGE30$@ER-PAIR 38,MOValley,0,Medium,160,2125,17.5,1,21,30,326,66 X B7,5/2/23,,,,102.43
MOValley$HYBRID HIPS$150N$DRYLAND$REP$1$PLOT127ROW21$RANGE31$@ER-PAIR 4,MOValley,0,Medium,160,2125,17.5,1,21,31,327,K64 X OS426,5/2/23,,,,143.69
MOValley$HYBRID HIPS$150N$DRYLAND$REP$1$PLOT128ROW20$RANGE31$@ER-PAIR 13,MOValley,0,Medium,160,2125,17.5,1,20,31,328,K201 X OS426,5/2/23,,,,78.89
MOValley$HYBRID HIPS$150N$DRYLAND$REP$1$PLOT129ROW20$RANGE32$@ER-PAIR 20,MOValley,0,Medium,160,2125,17.5,1,20,32,329,66 X I159,5/2/23,,,,99.28
MOValley$HYBRID HIPS$150N$DRYLAND$REP$1$PLOT130ROW21$RANGE32$@ER-PAIR 22,MOValley,0,Medium,160,2125,17.5,1,21,32,330,OS426 X 'IOWA I 205',5/2/23,,,,76.72
MOValley$HYBRID HIPS$150N$DRYLAND$REP$1$PLOT131ROW21$RANGE33$@ER-PAIR 26,MOValley,0,Medium,160,2125,17.5,1,21,33,331,K64 X CI 3A,5/2/23,,,,82.13
MOValley$HYBRID HIPS$150N$DRYLAND$REP$2$PLOT201ROW12$RANGE9$@CROSS TYPE: 9,MOValley,0,Medium,160,2125,17.5,2,12,9,201,PHB47 X PHJ89,5/2/23,,,,218.77
MOValley$HYBRID HIPS$150N$DRYLAND$REP$2$PLOT202ROW13$RANGE9$@CROSS TYPE: 10,MOValley,0,Medium,160,2125,17.5,2,13,9,202,PHN46 X PHK56,5/2/23,,,,232.88
MOValley$HYBRID HIPS$150N$DRYLAND$REP$2$PLOT203ROW14$RANGE9$@CROSS TYPE: 13,MOValley,0,Medium,160,2125,17.5,2,14,9,203,B73 X MO17,5/2/23,,,,235.59
MOValley$HYBRID HIPS$150N$DRYLAND$REP$2$PLOT204ROW15$RANGE9$@CROSS TYPE: 66,MOValley,0,Medium,160,2125,17.5,2,15,9,204,B37 X MO17,5/2/23,,,,98.91
MOValley$HYBRID HIPS$150N$DRYLAND$REP$2$PLOT205ROW16$RANGE9$@CROSS TYPE: 41,MOValley,0,Medium,160,2125,17.5,2,16,9,205,PHK56 X 3IIH6,5/2/23,,,,197.02
MOValley$HYBRID HIPS$150N$DRYLAND$REP$2$PLOT206ROW17$RANGE9$@CROSS TYPE: 39,MOValley,0,Medium,160,2125,17.5,2,17,9,206,PHK56 X LH82,5/2/23,,,,192.33
MOValley$HYBRID HIPS$150N$DRYLAND$REP$2$PLOT207ROW18$RANGE9$@CROSS TYPE: 60,MOValley,0,Medium,160,2125,17.5,2,18,9,207,PHP02 X LH198,5/2/23,,,,144.24
MOValley$HYBRID HIPS$150N$DRYLAND$REP$2$PLOT208ROW19$RANGE9$@CROSS TYPE: 56,MOValley,0,Medium,160,2125,17.5,2,19,9,208,PHP02 X PHK76,5/2/23,,,,172.9
MOValley$HYBRID HIPS$150N$DRYLAND$REP$2$PLOT209ROW20$RANGE9$@CROSS TYPE: 11,MOValley,0,Medium,160,2125,17.5,2,20,9,209,PHN46 X W606S,5/2/23,,,,227.67
MOValley$HYBRID HIPS$150N$DRYLAND$REP$2$PLOT210ROW21$RANGE9$@CROSS TYPE: 25,MOValley,0,Medium,160,2125,17.5,2,21,9,210,2369 X PHP02,5/2/23,,,,141.33
MOValley$HYBRID HIPS$150N$DRYLAND$REP$2$PLOT211ROW21$RANGE10$@CROSS TYPE: 27,MOValley,0,Medium,160,2125,17.5,2,21,10,211,2369 X 3IIH6,5/2/23,,,,229.69
MOValley$HYBRID HIPS$150N$DRYLAND$REP$2$PLOT212ROW20$RANGE10$@COMMERCIAL HYBRID 3,MOValley,0,Medium,160,2125,17.5,2,20,10,212,WYFFELS W1782,5/2/23,,,,206.74
MOValley$HYBRID HIPS$150N$DRYLAND$REP$2$PLOT213ROW19$RANGE10$@CROSS TYPE: 12,MOValley,0,Medium,160,2125,17.5,2,19,10,213,PHN46 X PHB47,5/2/23,,,,183.64
MOValley$HYBRID HIPS$150N$DRYLAND$REP$2$PLOT214ROW18$RANGE10$@CROSS TYPE: 65,MOValley,0,Medium,160,2125,17.5,2,18,10,214,B14A X MO17,5/2/23,,,,175.01
MOValley$HYBRID HIPS$150N$DRYLAND$REP$2$PLOT215ROW17$RANGE10$@CROSS TYPE: 86,MOValley,0,Medium,160,2125,17.5,2,17,10,215,PHW52 X PHN82,5/2/23,,,,177.33
MOValley$HYBRID HIPS$150N$DRYLAND$REP$2$PLOT216ROW16$RANGE10$@COMMERCIAL HYBRID 2,MOValley,0,Medium,160,2125,17.5,2,16,10,216,PIONEER P0589 AMXT,5/2/23,,,,246.95
MOValley$HYBRID HIPS$150N$DRYLAND$REP$2$PLOT217ROW15$RANGE10$@CROSS TYPE: 47,MOValley,0,Medium,160,2125,17.5,2,15,10,217,PHK76 X LH198,5/2/23,,,,196.81
MOValley$HYBRID HIPS$150N$DRYLAND$REP$2$PLOT218ROW14$RANGE10$@CROSS TYPE: 95,MOValley,0,Medium,160,2125,17.5,2,14,10,218,F42 X OH43,5/2/23,,,,209.17
MOValley$HYBRID HIPS$150N$DRYLAND$REP$2$PLOT219ROW13$RANGE10$@CROSS TYPE: 43,MOValley,0,Medium,160,2125,17.5,2,13,10,219,PHK56 X PHJ89,5/2/23,,,,212.99
MOValley$HYBRID HIPS$150N$DRYLAND$REP$2$PLOT220ROW12$RANGE10$@CROSS TYPE: 61,MOValley,0,Medium,160,2125,17.5,2,12,10,220,LH74 X PHN82,5/2/23,,,,216.81
MOValley$HYBRID HIPS$150N$DRYLAND$REP$2$PLOT221ROW12$RANGE11$@CROSS TYPE: 87,MOValley,0,Medium,160,2125,17.5,2,12,11,221,LH198 X PHZ51,5/2/23,,,,212.97
MOValley$HYBRID HIPS$150N$DRYLAND$REP$2$PLOT223ROW14$RANGE11$@CROSS TYPE: 77,MOValley,0,Medium,160,2125,17.5,2,14,11,223,LH195 X 3IIH6,5/2/23,,,,219.44
MOValley$HYBRID HIPS$150N$DRYLAND$REP$2$PLOT224ROW15$RANGE11$@CROSS TYPE: 32,MOValley,0,Medium,160,2125,17.5,2,15,11,224,LH123HT X PHB47,5/2/23,,,,176.28
MOValley$HYBRID HIPS$150N$DRYLAND$REP$2$PLOT226ROW17$RANGE11$@CROSS TYPE: 51,MOValley,0,Medium,160,2125,17.5,2,17,11,226,PHP02 X PHB47,5/2/23,,,,187.82
MOValley$HYBRID HIPS$150N$DRYLAND$REP$2$PLOT227ROW18$RANGE11$@CROSS TYPE: 54,MOValley,0,Medium,160,2125,17.5,2,18,11,227,PHP02 X PHN46,5/2/23,,,,193.34
MOValley$HYBRID HIPS$150N$DRYLAND$REP$2$PLOT229ROW20$RANGE11$@CROSS TYPE: 28,MOValley,0,Medium,160,2125,17.5,2,20,11,229,2FACC X 3IIH6,5/2/23,,,,153.09
MOValley$HYBRID HIPS$150N$DRYLAND$REP$2$PLOT230ROW21$RANGE11$@CROSS TYPE: 4,MOValley,0,Medium,160,2125,17.5,2,21,11,230,LH198 X PHB47,5/2/23,,,,165.81
MOValley$HYBRID HIPS$150N$DRYLAND$REP$2$PLOT231ROW21$RANGE12$@CROSS TYPE: 45,MOValley,0,Medium,160,2125,17.5,2,21,12,231,PHK56 X LH145,5/2/23,,,,212.5
MOValley$HYBRID HIPS$150N$DRYLAND$REP$2$PLOT232ROW20$RANGE12$@CROSS TYPE: 48,MOValley,0,Medium,160,2125,17.5,2,20,12,232,PHK76 X 3IIH6,5/2/23,,,,160.82
MOValley$HYBRID HIPS$150N$DRYLAND$REP$2$PLOT233ROW19$RANGE12$@CROSS TYPE: 7,MOValley,0,Medium,160,2125,17.5,2,19,12,233,LH82 X W606S,5/2/23,,,,192.31
MOValley$HYBRID HIPS$150N$DRYLAND$REP$2$PLOT234ROW18$RANGE12$@COMMERCIAL HYBRID 1,MOValley,0,Medium,160,2125,17.5,2,18,12,234,SYNGENTA NK0659-3120-EZ1,5/2/23,,,,247.04
MOValley$HYBRID HIPS$150N$DRYLAND$REP$2$PLOT235ROW17$RANGE12$@CROSS TYPE: 26,MOValley,0,Medium,160,2125,17.5,2,17,12,235,2369 X PHN82,5/2/23,,,,219.67
MOValley$HYBRID HIPS$150N$DRYLAND$REP$2$PLOT236ROW16$RANGE12$@CROSS TYPE: 33,MOValley,0,Medium,160,2125,17.5,2,16,12,236,LH74 X PHM49,5/2/23,,,,217.47
MOValley$HYBRID HIPS$150N$DRYLAND$REP$2$PLOT237ROW15$RANGE12$@CROSS TYPE: 35,MOValley,0,Medium,160,2125,17.5,2,15,12,237,PHB47 X 3IIH6,5/2/23,,,,203.74
MOValley$HYBRID HIPS$150N$DRYLAND$REP$2$PLOT238ROW14$RANGE12$@CROSS TYPE: 23,MOValley,0,Medium,160,2125,17.5,2,14,12,238,PHW52 X PHM49,5/2/23,,,,220.1
MOValley$HYBRID HIPS$150N$DRYLAND$REP$2$PLOT239ROW13$RANGE12$@CROSS TYPE: 20,MOValley,0,Medium,160,2125,17.5,2,13,12,239,PHJ40 X LH82,5/2/23,,,,200.49
MOValley$HYBRID HIPS$150N$DRYLAND$REP$2$PLOT240ROW12$RANGE12$@CROSS TYPE: 14,MOValley,0,Medium,160,2125,17.5,2,12,12,240,B73 X PHZ51,5/2/23,,,,225.47
MOValley$HYBRID HIPS$150N$DRYLAND$REP$2$PLOT241ROW12$RANGE13$@COMMERCIAL HYBRID 5,MOValley,0,Medium,160,2125,17.5,2,12,13,241,SYNGENTA NK0760-3111,5/2/23,,,,271.31
MOValley$HYBRID HIPS$150N$DRYLAND$REP$2$PLOT242ROW13$RANGE13$@CROSS TYPE: 17,MOValley,0,Medium,160,2125,17.5,2,13,13,242,LH195 X LH185,5/2/23,,,,213.51
MOValley$HYBRID HIPS$150N$DRYLAND$REP$2$PLOT243ROW14$RANGE13$@CROSS TYPE: 18,MOValley,0,Medium,160,2125,17.5,2,14,13,243,LH195 X PHZ51,5/2/23,,,,195.22
MOValley$HYBRID HIPS$150N$DRYLAND$REP$2$PLOT244ROW15$RANGE13$@CROSS TYPE: 6,MOValley,0,Medium,160,2125,17.5,2,15,13,244,LH82 X PHJ89,5/2/23,,,,191.71
MOValley$HYBRID HIPS$150N$DRYLAND$REP$2$PLOT245ROW16$RANGE13$@CROSS TYPE: 5,MOValley,0,Medium,160,2125,17.5,2,16,13,245,LH82 X PHB47,5/2/23,,,,196.25
MOValley$HYBRID HIPS$150N$DRYLAND$REP$2$PLOT246ROW17$RANGE13$@CROSS TYPE: 42,MOValley,0,Medium,160,2125,17.5,2,17,13,246,PHK56 X LH198,5/2/23,,,,238.4
MOValley$HYBRID HIPS$150N$DRYLAND$REP$2$PLOT247ROW18$RANGE13$@CROSS TYPE: 1,MOValley,0,Medium,160,2125,17.5,2,18,13,247,LH185 X LH145,5/2/23,,,,186.41
MOValley$HYBRID HIPS$150N$DRYLAND$REP$2$PLOT248ROW19$RANGE13$@CROSS TYPE: 30,MOValley,0,Medium,160,2125,17.5,2,19,13,248,B105 X 3IIH6,5/2/23,,,,199.71
MOValley$HYBRID HIPS$150N$DRYLAND$REP$2$PLOT249ROW20$RANGE13$@CROSS TYPE: 67,MOValley,0,Medium,160,2125,17.5,2,20,13,249,F42 X MO17,5/2/23,,,,208.6
MOValley$HYBRID HIPS$150N$DRYLAND$REP$2$PLOT250ROW21$RANGE13$@COMMERCIAL HYBRID 4,MOValley,0,Medium,160,2125,17.5,2,21,13,250,HOEGEMEYER 7089 AMXT,5/2/23,,,,239.99
MOValley$HYBRID HIPS$150N$DRYLAND$REP$2$PLOT251ROW21$RANGE14$@CROSS TYPE: 21,MOValley,0,Medium,160,2125,17.5,2,21,14,251,PHW52 X LH185,5/2/23,,,,253.39
MOValley$HYBRID HIPS$150N$DRYLAND$REP$2$PLOT252ROW20$RANGE14$@CROSS TYPE: 55,MOValley,0,Medium,160,2125,17.5,2,20,14,252,PHP02 X LH145,5/2/23,,,,168.57
MOValley$HYBRID HIPS$150N$DRYLAND$REP$2$PLOT253ROW19$RANGE14$@CROSS TYPE: 24,MOValley,0,Medium,160,2125,17.5,2,19,14,253,PHZ51 X LH145,5/2/23,,,,177.59
MOValley$HYBRID HIPS$150N$DRYLAND$REP$2$PLOT254ROW18$RANGE14$@CROSS TYPE: 44,MOValley,0,Medium,160,2125,17.5,2,18,14,254,PHK56 X LH185,5/2/23,,,,225.48
MOValley$HYBRID HIPS$150N$DRYLAND$REP$2$PLOT255ROW17$RANGE14$@CROSS TYPE: 8,MOValley,0,Medium,160,2125,17.5,2,17,14,255,PHB47 X LH185,5/2/23,,,,188.91
